epoch,train_loss,val_loss,iou,dice,precision,recall,f1,pixel_acc,learning_rate,t1_sar_gamma,t1_optical_gamma,t1_fused_gamma,t2_sar_gamma,t2_optical_gamma,t2_fused_gamma,t3_sar_gamma,t3_optical_gamma,t3_fused_gamma
11,0.711819522023674,0.7027157273017959,0.5654847988430453,0.6625780283285745,0.704000801628034,0.7348350277780101,0.6625776240388365,0.9675097519092346,4.217827674798848e-05,0.04774550348520279,0.048764221370220184,0.05212654173374176,0.05458219349384308,0.047667331993579865,0.04336175695061684,0.024265743792057037,0.04684099555015564,0.03695761039853096
12,0.6885334739372844,0.7025536972652661,0.5504796209838387,0.6474474118106617,0.7422894602282296,0.6990328382049951,0.6474470167350562,0.9685399773415555,3.454915028125264e-05,0.04921935871243477,0.04950599744915962,0.05350621044635773,0.055673748254776,0.04894457757472992,0.04435043781995773,0.02432725764811039,0.04788472130894661,0.03755342960357666
13,0.6708142642404825,0.6810289469830105,0.5594791899929643,0.6552685091902454,0.723765220893354,0.7080579527813352,0.6552681063741731,0.9704101219605864,2.730047501302267e-05,0.04950413480401039,0.04981369525194168,0.05435705557465553,0.05778561905026436,0.04986169561743736,0.045576147735118866,0.024635693058371544,0.0491008386015892,0.038672514259815216
14,0.6549272464203929,0.7729215335645033,0.52047093393159,0.6203628030735718,0.7392929009424146,0.6595890291456381,0.6203624121347926,0.9579076874122191,2.0610737385376356e-05,0.05029997602105141,0.050242312252521515,0.055160894989967346,0.05914982035756111,0.05041911453008652,0.04622938483953476,0.02490363083779812,0.04931473359465599,0.039152078330516815
15,0.6444781270055544,0.7036881810158826,0.5579913365164384,0.6459940502902984,0.8065953916260881,0.638740180527249,0.64599366459695,0.9698673205429249,1.464466094067263e-05,0.050575707107782364,0.050318535417318344,0.05556610971689224,0.05966490879654884,0.05075930058956146,0.04666329175233841,0.024973375722765923,0.049905527383089066,0.03977816551923752
16,0.6347093393523542,0.6599361053510998,0.558629980352039,0.6580473546016286,0.6991530965537127,0.7440100455052352,0.6580469425227032,0.9692249083786868,9.549150281252635e-06,0.05103425681591034,0.05026770010590553,0.0557987317442894,0.059573620557785034,0.05111197009682655,0.046962443739175797,0.02502410300076008,0.04978904873132706,0.03967601805925369
17,0.6290846127898447,0.6937402069903491,0.5604105525376458,0.6551580592057046,0.7666449807375648,0.6802329683531623,0.6551576618928793,0.9675718157478933,5.4496737905816115e-06,0.05129562318325043,0.05040355399250984,0.056194037199020386,0.0598786436021328,0.051201894879341125,0.047109827399253845,0.024953925982117653,0.05008864775300026,0.039923347532749176
18,0.6210010277757806,0.6546628193908863,0.5594756459056136,0.6529618747587428,0.7461366507369543,0.6910953638972278,0.652961470133611,0.9704178370786517,2.4471741852423237e-06,0.05141941085457802,0.05047640576958656,0.05632944405078888,0.06005147099494934,0.051203031092882156,0.04711991548538208,0.024967536330223083,0.05013243108987808,0.040039077401161194
19,0.6206663282262901,0.6636386634258742,0.5595797433902717,0.6541920735048453,0.752872195453167,0.6920917806039452,0.6541916663306494,0.9688899008075843,6.155829702431171e-07,0.0515003427863121,0.05050363391637802,0.056389663368463516,0.06016917526721954,0.05124814808368683,0.0471709780395031,0.024984637275338173,0.050220292061567307,0.040130265057086945
20,0.6188707176655058,0.7554316130581866,0.53444026211585,0.624931741462274,0.7993912831071074,0.619386753963392,0.6249313580386309,0.9625960789369733,0.0,0.05150687322020531,0.05051150172948837,0.05639943853020668,0.06018734350800514,0.05124644190073013,0.04717162996530533,0.024988800287246704,0.05024169757962227,0.04015875607728958
