epoch,train_loss,val_loss,iou,dice,precision,recall,f1,pixel_acc
1,1.4371102906408764,1.2128378035647145,0.4342395833598946,0.5291437479630421,0.5355934059140858,0.7057833433830218,0.5291433832964036,0.9511574734462781
2,1.2234346559123388,1.085937198293343,0.4656146939272151,0.5632189446509414,0.5958355358819368,0.6930051330648924,0.5632185748590787,0.9563269454441713
3,1.1200707156270269,1.0138758929927698,0.5016365027223851,0.6006610283880527,0.6806112789982486,0.6522376748078468,0.6006606390894571,0.9617726186688027
4,1.0335823521018028,0.9802190765236201,0.49731626042686067,0.5955812096347559,0.6602084418912563,0.6763370263988469,0.5955808208769561,0.9576354294680478
5,0.9708225211453816,0.8940274233228704,0.5454309692956733,0.6396736578570967,0.7011371134545319,0.69454418038826,0.6396732489624317,0.9692952016766152
6,0.9336116937772622,0.8576019505101643,0.5376195010621635,0.6351228520260842,0.6295650530688487,0.7548862515542366,0.6351224469638165,0.9674264286341292
7,0.8917025532277804,0.8394237135568362,0.5481702562441705,0.6413431347315619,0.6668064751946219,0.7221999847882016,0.6413427276846275,0.9678128703256671
8,0.8716695588377733,0.8211264032661245,0.5471699218025928,0.6367266956759527,0.7591431085896443,0.6687940615006813,0.6367263030022063,0.9709020035990169
9,0.8568813045110021,0.830297718724508,0.540377329243916,0.6360683905191423,0.6312126785604256,0.7539905015939335,0.6360679947139387,0.9645107997937149
10,0.8499072409929738,0.8388468174452193,0.5595656117529554,0.6546355072200171,0.7141037621681913,0.7192947968381931,0.6546351010464677,0.9697478219364466
