epoch,train_loss,val_loss,iou,dice,precision,recall,f1,pixel_acc,learning_rate,t1_sar_gamma,t1_optical_gamma,t1_fused_gamma,t2_sar_gamma,t2_optical_gamma,t2_fused_gamma,t3_sar_gamma,t3_optical_gamma,t3_fused_gamma
57,0.33903372945589205,0.5901387575804518,0.5653991252710128,0.6538393730928541,0.8278228482593054,0.6421134838666555,0.6538389878343405,0.9692329663908883,8.126213281678529e-05,0.10976939648389816,0.08818494528532028,0.11506042629480362,0.09672501683235168,0.08182509988546371,0.0988614484667778,0.12115708738565445,0.10525552183389664,0.12025005370378494
58,0.35002621043739574,0.7165255945887459,0.4953520998810099,0.5820979832178552,0.9042527772869696,0.5327851720075673,0.582097641079626,0.960883665620611,8.064535268264886e-05,0.11025366187095642,0.08945902436971664,0.11633793264627457,0.09793012589216232,0.0824078842997551,0.09928209334611893,0.12082486599683762,0.10498528182506561,0.12012758105993271
59,0.3526438137678991,0.7182565104593052,0.5129228296305108,0.5896132521532731,0.9056959155687541,0.5508098292918354,0.5896129138293952,0.9673907676439607,8.002101126629424e-05,0.11205456405878067,0.08890104293823242,0.11726748198270798,0.09928048402070999,0.08332531899213791,0.100346639752388,0.12330473214387894,0.10609104484319687,0.12195407599210739
60,0.3529862776058652,0.6154915769113584,0.5319859123592556,0.6153203737605456,0.864872607177751,0.5943240093852415,0.6153200123390831,0.9684197929468048,7.93892626146237e-05,0.11231717467308044,0.09019529819488525,0.11762113869190216,0.10018588602542877,0.0846841037273407,0.10064511746168137,0.123016357421875,0.10571131855249405,0.12200457602739334
61,0.3467343127842815,0.7008812810932652,0.5240077181561597,0.6084622422672042,0.8675085734654293,0.5773802784265799,0.6084618813157828,0.9624404049991222,7.875026260216396e-05,0.11253570765256882,0.09124539792537689,0.11855518072843552,0.10087742656469345,0.08314123004674911,0.10121451318264008,0.12315624207258224,0.10441630333662033,0.12115075439214706
62,0.3301202941552869,0.6332641073994423,0.5364226178149697,0.6167470292830477,0.8824780131060149,0.5783965919250822,0.6167466782247224,0.9705284204375878,7.810416889260657e-05,0.11399625241756439,0.09171206504106522,0.11950626969337463,0.10163000971078873,0.0837588831782341,0.10207854956388474,0.12397566437721252,0.10672877728939056,0.12177936732769012
63,0.3206311887100575,0.6486113107020266,0.529760247085059,0.6136785638561992,0.8667622164216278,0.5877400763761459,0.6136782165123968,0.9689216185151861,7.745114089990662e-05,0.11541710793972015,0.09269283711910248,0.12050484120845795,0.10191333293914795,0.08459334075450897,0.10266788303852081,0.12526093423366547,0.10743039101362228,0.12238898128271103
64,0.3287711222951729,0.6806032608231801,0.5106546673676483,0.5901571231387955,0.8982823788992526,0.5513917677922663,0.5901567877416606,0.9660047895452949,7.679133974894986e-05,0.11528711020946503,0.09346950054168701,0.12096225470304489,0.10269512236118317,0.08443474024534225,0.10354059189558029,0.1258125752210617,0.10728434473276138,0.12380312383174896
65,0.3197073785011612,0.6419900989766871,0.5197103307832408,0.597910748542368,0.8894291657817198,0.5713659497815117,0.5979104157659794,0.9694496754849895,7.612492823579748e-05,0.11591282486915588,0.09369504451751709,0.12127768993377686,0.10419246554374695,0.08550816029310226,0.10493914037942886,0.12609414756298065,0.10840216279029846,0.12341348081827164
66,0.3197028171197171,0.5989608966400114,0.5339762817282139,0.6149304422485813,0.8623494120035804,0.6037928349270758,0.6149300972059284,0.9724522279889396,7.54520707875186e-05,0.11670513451099396,0.094028040766716,0.12119578570127487,0.10427700728178024,0.08520015329122543,0.10492181032896042,0.12660545110702515,0.10840865969657898,0.12491576373577118
